source_seed_id,platform,source_title,handle,url,source_kind,source_scope_guess,priority,discovered_from,discovered_from_url,why_seeded,expected_value,known_risks,initial_status,monitoring_enabled,rights_policy,notes,profile_probe_enabled,comments_discovery_enabled,forward_repost_edge_enabled,seed_batch,source_profile_url,profile_probe_status
v2_249,vk,VK wall route discovery candidate 069,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_250,vk,VK wall local_media discovery candidate 070,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_251,vk,VK wall tourism discovery candidate 071,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_252,vk,VK wall coast discovery candidate 072,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_253,vk,VK wall travel discovery candidate 073,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_254,vk,VK wall photo discovery candidate 074,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_255,vk,VK wall places discovery candidate 075,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_256,vk,VK wall russia_travel discovery candidate 076,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_257,vk,VK wall nature discovery candidate 077,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_258,vk,VK wall outdoor discovery candidate 078,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_259,vk,VK wall architecture discovery candidate 079,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_260,vk,VK wall history discovery candidate 080,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_261,vk,VK wall route discovery candidate 081,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_262,vk,VK wall local_media discovery candidate 082,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_263,vk,VK wall tourism discovery candidate 083,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_264,vk,VK wall coast discovery candidate 084,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_265,vk,VK wall travel discovery candidate 085,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_266,vk,VK wall photo discovery candidate 086,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_267,vk,VK wall places discovery candidate 087,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_268,vk,VK wall russia_travel discovery candidate 088,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_269,vk,VK wall nature discovery candidate 089,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_270,vk,VK wall outdoor discovery candidate 090,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_271,vk,VK wall architecture discovery candidate 091,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_272,vk,VK wall history discovery candidate 092,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_273,vk,VK wall route discovery candidate 093,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_274,vk,VK wall local_media discovery candidate 094,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_275,vk,VK wall tourism discovery candidate 095,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_276,vk,VK wall coast discovery candidate 096,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_277,vk,VK wall travel discovery candidate 097,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_278,vk,VK wall photo discovery candidate 098,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_279,vk,VK wall places discovery candidate 099,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_280,vk,VK wall russia_travel discovery candidate 100,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_281,vk,VK wall nature discovery candidate 101,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_282,vk,VK wall outdoor discovery candidate 102,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_283,vk,VK wall architecture discovery candidate 103,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_284,vk,VK wall history discovery candidate 104,,https://vk.com/search?c%5Bq%5D=history%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_285,vk,VK wall route discovery candidate 105,,https://vk.com/search?c%5Bq%5D=route%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_286,vk,VK wall local_media discovery candidate 106,,https://vk.com/search?c%5Bq%5D=local_media%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_287,vk,VK wall tourism discovery candidate 107,,https://vk.com/search?c%5Bq%5D=tourism%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_288,vk,VK wall coast discovery candidate 108,,https://vk.com/search?c%5Bq%5D=coast%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_289,vk,VK wall travel discovery candidate 109,,https://vk.com/search?c%5Bq%5D=travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_290,vk,VK wall photo discovery candidate 110,,https://vk.com/search?c%5Bq%5D=photo%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_291,vk,VK wall places discovery candidate 111,,https://vk.com/search?c%5Bq%5D=places%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_292,vk,VK wall russia_travel discovery candidate 112,,https://vk.com/search?c%5Bq%5D=russia_travel%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_293,vk,VK wall nature discovery candidate 113,,https://vk.com/search?c%5Bq%5D=nature%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_294,vk,VK wall outdoor discovery candidate 114,,https://vk.com/search?c%5Bq%5D=outdoor%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,travel_media,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
v2_295,vk,VK wall architecture discovery candidate 115,,https://vk.com/search?c%5Bq%5D=architecture%20%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4&c%5Bsection%5D=communities,discovery_hub,mixed,3,catalog_seed,https://vk.com/search,seed v2 VK public/group wall discovery; VK Video is auxiliary only,identify VK public/group wall sources with text+photos,search/catalog row; no automatic monitoring; public/group wall priority required,seed_candidate,false,unknown,"v2 disabled VK seed; wall posts preferred, comments only for links",true,false,true,vk_wall_catalog_expansion,,seed_candidate
